label,text
Positive,Tujuan kami menyertai parti ini kerana kami merasakan parti ini mempunyai kepimpinan yang jujur serta amanah
Positive,Kerana itu pelbagai peluang pekerjaan dalam pelbagai bidang bakal wujud yang ia juga akan menarik orang luar bekerja di sini
Negative,Mereka anggap sebagai leceh nak terima laporan terutamanya apabila berlaku banyak kes misalnya kes ragut
Negative,Proton sangat tidak sensitif
Positive,Takkan hendak tunggu sampai benda buruk terjadi baru hendak ambil tindakan?
Positive,LHDN dan Jabatan Imigresen perlu memastikan pangkalan data mereka sentiasa dikemas kini supaya tidak berlaku kes pembayar cukai yang telah menjelaskan tunggakan cukai tetapi masih mengalami masalah semasa ingin ke luar negara
Neutral,"Pada masa sama, mereka perlu membuat persediaan untuk anak-anak memasuki sekolah."
Negative,"Kami syak mereka itu wakil tauke balak, sebab mereka cakap sebelum ini mereka pernah roboh blockade"
Neutral,"Hadi berharap DAP juga akan menyokong dirinya sendiri sebagai calon perdana menteri Pakatan Rakyat, kerana PAS (tidak bersetuju) dengan Anwar"
Positive,Malah walaupun Amanah diberi kerusi yang sikit tapi kita akur sebab kita tahu kekuatan kita di Pantai Timur berbanding di Pantai Barat
Positive,Kita minta kerjasama kerajaan Selangor agar percepatkan pengambilan tanah seperti negeri lain. 
Positive,"Logo ini menandakan produk berkenaan halal, selamat dan bersih digunakan umat Islam sekali gus dapat membantu usahawan kecil untuk memasarkan produk mereka"
Positive,Pusat Penetasan Penyu yang ditubuhkan di pantai tersebut menunjukkan kesungguhan kerajaan dalam usaha pemuliharaan spesies terancam ini
Positive,Kita tidak mahu apa-apa kaedah di pentadbiran itu dijadikan bahan politik yang boleh mewujudkan percanggahan kepentingan antara tugas dalam hal politik
Neutral,Dia kata nak bawa satu keluarga ke tanah suci.
Negative,"Saya fikir balik memang rasa bersalah, menyesal kerana saya dah mula faham kerana ketika dalam Umno, DAP ini (dijadikan) ‘bogeyman"
Neutral,80 peratus daripadanya jalan berturap menggunakan bitumen gred asli sebagai bahan pengikat dalam campuran asphalt untuk turapan jalan raya
Positive,kita juga amat memahami bahawa demokrasi mempunyai ideal dan prinsip mengenai kebebasan.
Negative,Memang betul harga naik…
Positive,"Dalam cadangan kami kepada kerajaan, peruntukkan RM250 perlu dibuat dalam bentuk e-Wallet dan hanya boleh dibelanjakan ke arah beli buku"
Negative,berkata demikian mengulas laporan berita mengatakan bahawa kerajaan secara konsisten enggan membenarkan pemerhati luar semasa PRU14
Positive,Sebaiknya bimbing dan santuni mereka dengan baik
Positive,"Saya percaya apabila perdana menteri kita sekarang, Datuk Seri Najib Razak, mendapat idea itu dan melihat bagaimana raja-raja Saudi mempertahankan kuasa mereka selama ini, dia merasakan ia idea yang bagus"
Positive,Bayaran hibah sebanyak 6.25 peratus ini akan memberi manfaat kepada 93 peratus atau 8.7 juta pendeposit yang belum menunaikan ibadat haji
Negative,Pakatan Harapan yang diketuai DAP menggunakan ia sebagai modal politik untuk tohmahan terhadap Suruhanjaya Pilihan Raya
Positive,memajukan Tasik Kenyir sebagai hab pelancongan yang mencipta peluang ekonomi untuk penduduk.
Positive,Ini kerana kerajaan yang ada pada hari ini menghargai masyarakat luar bandar
Neutral,Benarkah Shahrizat Abd Jalil turut mengadakan pertemuan bersama isteri Diplomat Israel
Negative,Saya mencabar tuan empunya suara dalam klip audio itu agar dapat tampil ke depan dan buat tuduhan secara terbuka
Neutral,"Saya ada tanya mengenai sumber kewangan Jho Low, Riza Aziz yang dikatakan kerajaan Malaysia, harta mereka, perniagaan mereka tidak ada kaitan dengan 1MDB."
Neutral,Saya tak boleh pandai-pandai takut dipecat tidak sampai lima minit
Negative,"dalam keadaan sekarang dimana isu keselamatan sangat sensitif, lebih-lebih lagi dengan adanya ancaman daripada kumpulan pengganas, yang turut mengancam keselamatan dunia."
Positive,saya mahu semua program dijalankan mempunyai impak. Impak bermaksud memberi kesan dan manfaat kepada kumpulan sasaran.
Positive,"Kami yang uruskan FELDA, kami tahu dan sedar jika dalam keadaan kita telus dan ikut urus tadbir yang baik, kronisme tidak akan wujud"
Positive,"Selain itu, Muslimat Pas juga ingin mencadangkan agar pihak pengusaha dan persatuan berbincang secara lebih mendalam berkenaan isu pelanggaran hak Muslim yang bekerja di hotel yang mengakibatkan polemik yang terjadi sebelum ini"
Positive,Apabila fitrah disatukan kita biarkan perang datang dan pergi jika pemimpin terbaik dipilih untuk diberi sokongan
Positive,Kita telah membuat lawatan dan pemeriksaan ke kilang tersebut sejurus kejadian yang menimpa mangsa dilaporkan
Neutral,"Wakil PBM mana yang akan menyertai sidang setiap tahun tidak ditentukan kementerian saya atau dipengaruhi sesiapa, sebaliknya saringan dilaksana secara undian"
Positive,Ia sekaligus mewujudkan hubungan baik antara pemimpin dan masyarakat
Positive,"tidak mahu ketinggalan daripada arus pembangunan, Linn berharap calon wakil rakyatnya dapat menjadikan Sandakan setaraf dengan bandar-bandar yang lebih maju seperti Kota Kinabalu, malah Semenanjung."
Positive,"secara sukarela akan terlibat sebagai pemerhati pada PRU14 terdiri daripada pesuruhjaya, kakitangan dan sukarela, yang akan ditempatkan di negeri-negeri tertentu"
Positive,Golongan ini kalau boleh mahu berkhidmat selagi hayat dikan­dung badan
Positive,"Saya berharap, pihak MAB  dapat memberi pertimbangan segera berhubung perkara ini dan mencari penyelesaian terbaik membantu komuniti nelayan tempatan untuk memasarkan hasil tangkapan mereka sebagai produk untuk dibawa pulang oleh pelancong di Labuan"
Positive,Pihak Mahasiswa Pakatan Harapan menggesa Ali Hamsa selaku ketua setiausaha negara menarik balik pelan eksperimen PTD beliau yang tidak masuk akal ini dan memohon maaf kepada kesemua golongan graduan negara yang didiskriminasi beliau baru-baru ini.
Neutral," Kalau Tan Sri tak benarkan kami membawa keluar, terpaksa akur. "
Positive,"Dalam kebersamaan kita untuk ambil alih Selangor pastikan jangan ada kecacatan sekalipun, kita mesti memastikan sifar kecacatan, kita mesti bersatu padu, kita mesti bersepakat  dan bekerja sebagai satu pasukan di bawah  BN, itu penting"
Positive,"Pilihan raya matang akan bawa perubahan baru iaitu bila dah tak amanah, rakyat menderita maka perlu berani ambil buat keputusan tegas"
Negative,Respons saya ialah pergi berambus.
Positive,Mereka tidak diletakkan dalam apa-apa operasi taktikal di barisan hadapan
Positive,GANT1 dan seluruh rakyat Malaysia percaya bahawa ruang-ruang keadilan masih ada dalam sistem kehakiman untuk bertindak sebagai benteng terakhir menyelamatkan wang negara daripada terus diseleweng oleh kleptokrat terburuk dunia
Positive,"teknologi juga menjimatkan kos, masa dan tenaga."
Negative,beliau terkilan dan musykil apabila pembangkang meletakkan semua kegagalan ke atas bahunya
Negative,"Diangkut orang lain untuk bercakap tentang kejayaan kerajaan Selangor,"
Neutral,"Kalau nak kata PAS bayar kami, kita dah tahu PAS tak ada duit,"
Neutral,"Tetapi dalam tempoh tujuh tahun, baru nampak peningkatan itu"
Negative,"Kalau tidak ‘disunting’ sehingga hari mengundi, maka berputih mata dan bersedialah untuk hilang wang pertaruhan"
Negative,"Pilihan raya ini kelihatan lebih kepada survivalnya, bukan kepentingan parti atau negara."
Negative,"Sesetengah gangguan daripada individu nakal itu satu hal, tapi ancaman terbesar kita adalah di serata dunia ketika ini berdepan gerakan untuk menyuntik kebencian dan rusuhan"
Positive,"Walaupun asasnya sama dalam semua demokrasi, dalam konteks aplikasinya ia hendaklah berbeza antara negara disebabkan setiap negara mempunyai citra ketatanegaraan dan cita-cita sebagaimana yang ditetapkan dalam perlembagaan mereka sendiri."
Negative,Ia menyebabkan pakatan pembangkang menggunakan simbol PKR kali ini. Namun menerima bantahan daripada ahli DAP dan PKR sendiri.
Negative,Apa yang Tun Dr Mahathir Mohamad (Pengerusi Harapan) cakap bahawa PRU14 akan jadi paling kotor mungkin betul kerana BN akan lakukan apa saja asalkan mereka menang. 
Neutral,Ini perjuangan yang tiada noktahnya dan perlukan sokongan seluruh rakyat Johor
Positive,"Saya harap peluang biasiswa ini tidak dipersia-siakan oleh anak-anak kita, rebutlah peluang ini untuk melakar masa depan dan jadikanlah ia sebagai satu platform untuk menyumbang kembali kepada negara pada masa hadapan"
Positive,"Jadi waktu berbahas nanti, saya tahu yang berhormat… selama 10 tahun (saya) duduk di sini semua cerdik, benda tak dibaca pun waktu berbahas boleh tahu, boleh sebut apa lagi perkara begitu telah dibincang lama. "
Negative,Berita palsu boleh menjadi fitnah yang runtuhkan institusi kekeluargaan dan juga boleh memusnahkan ekosistem negara
Negative,BN perlu mempunyai strategi dan kepimpinan padu untuk menjamin kemenangan calonnya.
Positive,Indonesia perlu yakin negara ini merupakan sebuah negara yang berbeza dengan negara-negara lain
Positive,Kita bukannya tiada ajaran Islam yang baik
Positive,Kami merayu kerajaan supaya tidak menjalankan pembalakan.
Positive,Oleh itu saya berharap rakyat tidak tersalah pilih dan janganlah pilih pemimpin yang tidak mempunyai pendirian semata-mata demi kepentingan diri
Neutral,Polis pula kata (serah kepada) peguam negara
Positive,Keperluan kumpulan individu dengan kemahiran dan keupayaan berkaitan adalah penting untuk menyokong dan melaksanakan apa yang dirancang kementerian
Positive,"Jadi, saya anjurkan semua pihak termasuk pemaju perumahan supaya melaksanakan pendekatan ini."
Positive,Sebanyak 80 peratus isu Felda yang ditawarkan dalam manifesto Harapan telahpun diselesaikan oleh lembaga terlibat dengan sebahagian lainnya dalam peringkat pelaksanaan.
Positive,"Sebanyak RM90 juta pula diperuntukkan untuk Program MyBrain bagi memanfaatkan 10,600 pelajar melanjutkan pelajaran di peringkat sarjana dan kedoktoran"
Neutral,Ini soalan-soalan yang Farid harus jawab.
Positive,Ini membuktikan ahli dan penyokong masih melahirkan sokongan tidak berbelah bahagi buat parti ini dan bersemangat untuk berjuang pada PRU14 nanti
Positive,Solidariti ini penting bukan sahaja semasa pilihan raya tapi selepas itu juga
Positive,"Ertinya kerajaan ada fokus dari segi modal insan, kerajaan mahu lihat Malaysia menjadi sebuah negara maju."
Positive,Perdana Menteri juga sudah memberi penjelasan tentang isu berkenaan dalam kenyataannya dan pihak kerajaan menerima baik penjelasan itu.
Positive,sumber inspirasi dan dia bercita-cita untuk menjadi pengusaha syarikat pengiklan yang canggih setanding dengan syarikat gergaji lain.
Neutral,"Jika satu pihak menarik diri, mesti ada pampasan perlu dibayar"
Positive,"selain berusaha menyelesaikan isu dan kebajikan penduduk setempat, PKR akan turut menumpukan usaha bagi memenangi hati pengundi terutamanya kaum Melayu."
Neutral,Logo Produk Ummah sama fungsinya seperti logo halal JAKIM
Positive,"Mereka melihat kita (BN) bekerja untuk rakyat, bukan untuk menang pilihan raya sahaja... apabila kita tetap bekerja membela nasib mereka walaupun kita kalah di kawasan itu, ini menyebabkan mereka kembali yakin kepada BN dan MCA,"
Positive,Kerajaan sedar dan telah mengambil langkah pantas.
Positive,Najib bukanlah seorang diktator dan akan mengambil tindakan seperti itu
Positive,Dan tentu sahaja pihak Peguam Negara juga akan mengambil tindakan undang-undang.
Positive,Difahamkan BN nak gubal undang-undang dalam sidang parlimen bulan depan ini bagi mengekang berita palsu
Neutral,"Bagaimanapun, apakah penerimaan masyarakat transgender itu berdasarkan pada tafsiran pihak berkuasa agama atau berdasarkan keinginan masyarakat transgender itu sendiri?"
Neutral,"Oleh itu, jika mahu menambahkan sokongan Melayu, Tun Mahathir adalah calon yang paling layak"
Neutral,"Sesebuah negara yang kita import peralatan perdagangannya, jika mereka mengambil keputusan memboikot minyak kelapa sawit, maka kerajaan kita juga akan menghentikan pembelian dari negara berkenaan"
Negative,Kadangkala mereka mengadu mengenai caj 20 sen.
Negative,Bukankah meminta campur tangan asing hanya mendorong kepada penjajahan kepada negara.
Negative,"Satu sebab ialah pelaku percaya kanak-kanak bebas daripada penyakit jangkitan kelamin, terutamanya HIV dan AIDS."
Positive,"Tetapi nampaknya sehingga kini semuanya masih berjalan seperti biasa, atau business as usual"
Negative,"Justeru, prinsip kebebasan yang dijamin oleh demokrasi tidak seharusnya dilebarkan sehingga menikam mati demokrasi itu sendiri."
Positive,"Lebih membanggakan lagi, NHRAP yang dibangunkan ini adalah pelan yang komprehensif, dengan mengambil kira aspirasi rakyat dan berdasarkan acuan Malaysia,"
Negative,"perlu membuang sikap 'bertanding semata-mata untuk bertanding', terutama bagi kerusi yang menjadi kubu kuat DAP"
Positive,"Justeru, kita harap sesi kali ini akan menyaksikan ahli menyuarakan usul berkaitan pembangunan negara, seterusnya menjadi pemangkin kepada usaha kerajaan bagi melahirkan bangsa yang maju selari dengan Transformasi Nasional 2050 (TN50)"
Positive,Saya tidak akan khianati rakyat yang mengharapkan berlaku peralihan kuasa politik BN kepada Harapan pada PRU14
Neutral,PAS sahkan akan letak calon di Ayer Hitam
Negative,"Lebih-lebih lagi dengan  kemudahan internet dan laman sosial, taktik ini semakin mudah dikembangkan."
Positive,"Cakaplah apa kamu suka, semoga tidur malam kamu lena"
Positive,"Jika suri rumah dan penganggur ditahan kerana mengkritik perdana menteri, mengapa individu-individu ini tidak dikenakan tindakan"
Positive,Sudah lama saya bangkitkan hal berkaitan 1MDB dan saya juga antara terawal bangkitkan isu ini dengan Abdul Ghani Patail dan Mohamed Apandi tetapi saya tidak maklumkan kepada dunia.
Negative,"Mereka berpakat hanya kerana kuasa, mereka berbaik-baik ke­rana mahu melaksanakan agenda politik masing-masing dan mereka bekerjasama semata-mata disebabkan merasakan inilah peluang terbaik untuk memerintah negara."
Negative,"Mungkin kerja orang luar, ya, orang tak matang."
Neutral,Rakan saya yang cadangkan
Negative,"Ia merupakan suatu kezaliman terhadap anak, isteri dan keluarga Mazlan."
Neutral,Kaunter-kaunter memo periksa keluar di bahagian pelepasan juga akan ditukar fungsi menjadi kaunter pemeriksaan imigresen bagi pelawat asing
Negative,"Gangguan seperti ini menimbulkan ketidakselesaan kepada pengguna yang terjejas oleh kerana mereka terpaksa berdepan paip tanpa air atau dalam kes tertentu, tekanan air sangat rendah"
Neutral,Saya tak tahu tentang apa yang diperlukan dalam proses itu
Positive,"Kita jalankan tinjauan, jika kerusi ini ditandingi PKR, kebarangkalian untuk menang lebih tinggi"
Neutral,Teknokrat ini boleh dari parlimen atau sektor swasta
Positive,"Tetapi penyelenggaraan ini ada skop tertentu yang perlu mendapat kelulusan Kementerian Kewangan dan ia merangkumi pembaikan kecil seperti bumbung, tandas, paip dan kerja-kerja elektrikal sahaja"
Positive,Sekarang pihak Risda nak berbincang untuk dikomersialkan
Positive,Kamu boleh lihat saya tersenyum walaupun berdepan  menjalani hukuman penjara dua setengah tahun
Neutral,Hal ini memungkinkan Johari akan kekal bertanding di Titiwangsa pada PRU akan datang
Negative,Bukan bercanggah dan menentang arus sehingga pandangan tersebut menimbulkan syak wasangka rakyat kepada pimpinan
Positive,PRU14 saksi lebih ramai calon wanita bertanding
Positive,Kita tidak akan berkompromi dengan sikap pegawai seperti itu yang menjejaskan imej JPJ dan kementerian pengangkutan
Positive,"Penduduk kembali menjalankan aktiviti harian seperti biasa, malah ada dua pos kawalan pasukan keselamatan di Tanjung Labian dan Kampung Tanjung Batu yang sentiasa menjalankan rondaan dan pemantauan"
Positive,"Ada beberapa teori yang muncul, ada pendapat mendakwa BN akan menang sebab pembangkang tidak bersatu"
Positive,"Kita mengimport banyak daging tetapi dalam kumpulan pelbagai daging lembu, daging Wagyu adalah seperti berlian"
Positive,"Inilah sentimen yang dapat kita lihat dan tahun ini, kita akan laksanakan Bajet 2018, yang bersifat inklusif, ada sesuatu untuk semua dalam bajet"
Negative,Benar bukan satu pembelaan dalam akta-akta itu
Positive,perkara yang penting adalah memilih seorang pemimpin yang mampu memberikan perkhidmatan trbaik untuk rakyatnya.
Positive,beliau akhirnya berjaya mendapatkan kad pengenalan sebelum pencalonan ditutup.
Positive,"Selain itu, kita juga mengharapkan sistem sokongan sosial terutama dari masyarakat secara keseluruhan bagi memastikan isu pengabaian dan penyalahgunaan dadah di kalangan kanak-kanak dapat ditangani"
Negative,"Angka ini amat membimbangkan, malah ia secara tidak langsung menunjukkan masih ramai tidak mengambil berat mengenai tip keselamatan ketika berada di air."
Positive,Kita perlukan kerjasama semua pihak untuk meningkatkan kesedaran umum berhubung isu ini
Positive,"Setakat ini keperluan logistik seperti kenderaan, bot dan kemudahan lain untuk pusat pemindahan sementara (PPS) adalah mencukupi,"
Positive,"Apabila rakyat faham dengan sesebuah dasar ini, mereka mungkin akan menyokong kerajaan bagi memastikan dasar itu terlaksana dengan lancar"
Neutral,"Generasi millennial mencari pengalaman yang tidak dapat dilupakan yang dipengaruhi oleh suasana, seni bina, pemandangan atau objek yang indah."
Neutral,"Dalam tempoh empat bulan, pendapatan daripada penjualan beg plastik adalah lebih kurang RM1.8 juta."
Positive,agak selesa dengan kehidupannya di bandar kedua terbesar Sabah itu.
Negative,Alasannya ialah Pulau Pinang hanya alami monsun pada 2013.
Positive,"Saya cabar pihak berkenaan untuk mengemukakan semua butiran terperinci, siapakah nama mereka dan nyatakan lokasi"
Positive,Satu lagi perkara penting ialah mendapatkan sokongan daripada kawan-kawan atau keluarga
Positive,Misi pencarian semakin rancak dan ia berjalan dengan baik
Neutral,"ni sekejap (sokong) Umno, sekejap PAS, kemudian bebas"
Negative,"Antaranya lagi, penyebar berita palsu juga akan guna logo atau gambar yang menggairahkan yang boleh menjemput kita untuk terus terpengaruh dengan berita tersebut"
Positive,Itu pun kita iktiraf sama ada mereka berada di negara ini sebelum merdeka ataupun selepas merdeka.
Positive,"Sejak saya mengambil alih (Selangor) sudah hampir empat tahun, tiada catuan air, saya tidak benarkan."
Positive,"Kami hormat budaya mereka, tiada bantahan sekiranya ingin merakam video namun jangan hasilkan video sedemikian yang lucah dan dengan latar belakang masjid"
Negative,tidak menyerahkan nasib mereka kepada pembangkang yang sehingga kini masih gagal menunaikan janji.
Negative,Jauh di hati dia cukup cemburu dengan Amanah
Positive,Mereka tidak perlu lagi mencari kerja di luar…tinggalkan orang tua di Felda dan mencari rezeki di tempat orang
Positive,"Semua orang Melayu undi sama setiap individu. Ada hak untuk undi sesiapa saja,"
Positive,Ikatan tak pernah mengamuk kalau tak dapat kerusi.
Neutral,Butiran perjanjian akan dibincang semasa pertemuan kedua-dua menteri bulan depan
Positive,"Kami orang UMNO, pemimpin UMNO bukannya ‘Yang Berhormat’ tetapi kami ialah ‘Yang Berkhidmat’ untuk rakyat."
Negative,MAIPs mengecam aktiviti Perlis Hope membantu golongan miskin
Neutral,Isu calon bukan perkara pertama
Positive,"Wabak rabies masih lagi terkawal, saya nasihatkan sesiapa yang terkena gigitan anjing agar segera mendapatkan rawatan di klinik atau hospital kerajaan"
Neutral,Ini perlu terdiri daripada mereka yang memeluk ideologi dan kepercayaan nasional
Neutral,"Sebuah syarikat milik pegawai khas menteri diberikan kontrak swasta untuk proses kelulusan pekerja asing, bukan sahaja 1 negara, tapi 15 buah negara."
Neutral,Kita bagi 3 bulan kepada jawatankuasa.
Positive,"Kita mesti insaf, kita tidak berada dalam comfort zone (zon selesa) dan oleh itu kita mesti ketepikan kepentingan peribadi dan sama-sama berperang demi kemenangan parti"
Neutral,oal Maria tidak sertai PKR tidak timbul ketika ini.
Positive,"Meskipun tidak dicalonkan semula untuk mempertahankan kerusi, dia akan tetap membantu sesiapa sahaja yang mengantikan tempatnya."
Negative,Kekayaan negara dirompak dan rakyat terpaksa menanggung beban
Neutral,Benda ini biasanya Pesuruhjaya Pas negeri yang akan buat keputusan.
Negative,Sebaliknya apa yang berlaku adalah gejala tsunami fitnah yang digerakkan oleh gabungan pembangkang.
Neutral,Saya tidak dihantar untuk sabotaj siapa-siapa.
Positive,ijangka ia akan selesaikan sepenuhnya masalah pencemaran yang sering berlaku sebelum ini
Positive,Akhirnya saya sendiri bongkarkan keadaan sebenar demi mengembalikan hak pengadu.
Neutral,"Bertentangan  dengan  persepsi, baka Wagyu tidak diberi bir"
Positive,Sebab itu semakan perlu dibuat dan menjadi tanggungjawab kepada pengundi itu sendiri bagi memudahkan semasa hari pengundian
Neutral,"Perlu lihat kalendar, PRU jatuh pada bulan apa… adakah bulan puasa atau hari raya?"
Positive,Perdana Menteri sebagai Pengerusi 1MDB perlu menjelaskan sumber pembayaran kepada IPIC dan alasan-alasan kenapa pembayaran RM14 bilion secara fraud kepada IPIC dibuat oleh 1MDB
Positive,Ini bukan lagi  masa kita untuk melobi menjadi calon... era itu sudah berubah. 
Positive,Peningkatan ini disokong sebahagiannya daripada pemulihan harga minyak mentah dunia
Negative,Gabungan pembangkang PKR ditempelak supaya jangan pukul rata dengan mendakwa garis panduan tambahan yang diumumkan Suruhanjaya Pilihan Raya (SPR) semalam bersifat berat sebelah.
Positive,Sebanyak RM400 juta diperuntukkan bagi menggalakkan industri berkenaan termasuk pengurangan cukai bagi tajaan oleh syarikat swasta yang menganjurkan program kebudayaan dan kesenian
Positive,"Melalui aplikasi ini juga, anda boleh menyemak lokasi mengundi semasa pilihan raya."
Neutral,Penjual adalah diingatkan bahawa penjualan dan pengedaran produk kosmetik ini adalah melanggar Peraturan-Peraturan Kawalan Dadah dan Kosmetik 1984
Positive,Apa yang jadi di Gelang Patah mungkin boleh terjadi di Ayer Hitam. 
Positive,"Selepas menerima penjelasan berhubung perkara itu daripada TNB, kami semua bersetuju pindah ke kampung baharu di atas bukit berdekatan yang lebih selamat,"
Neutral,Adakah Pas tahu yang kami sedang berusaha untuk memastikan fungsi Taman Ilmu selaras dengan usaha kerajaan negeri menjadikan Terengganu sebagai pusat pendidikan?
Positive,Kami dapat sahkan bahawa kedua-dua pihak sudah perolehi keputusan secara baik dan sulit
Negative,Dakwaan palsu seperti ini pasti menyedihkan keluarga dan rakan mereka yang hilang dalam pesawat Malaysia Airlines penerbangan MH370
Neutral,Inilah keadaan undang-undang di negara ini
Positive,Harapan saya untuk menang adalah berdasarkan apa yang telah saya lakukan di kawasan ini dan penerimaan masyarakat terhadap saya adalah  positif.
Negative,"Tetapi apabila kita tubuhkan Malaysia, kita tidak menganggap Sabah dan Sarawak sebagai (rakan setara) tetapi seperti negeri yang sama taraf dengan Perlis, Kedah, Kelantan dan lain-lain"
Positive,Ia satu langkah proaktif kerajaan dan meliputi juga dasar kabotaj dengan penyelarasan harga dari segi pengurangan kos pengangkutan untuk barangan KR1M 2.0 yang dijual di Sabah dan Sarawak.
Positive,Tentulah kerajaan perlu ambil kira keperluan sebenar dengan ambil kira pandangan dari pihak hospital sendiri
Positive,Kita harap bukti forensik dapat menyekat pemilik akaun dari memberi alasan akaunnya telah digodam atau apa saja alasan untuk melepas tengkuknya
Negative,"Di negeri lain boleh dapat RM500, tapi di Pulau Pinang hanya dapat RM250 saja."
Positive,Kita percaya dengan adanya penglibatan pelbagai pihak dapat membantu ke arah penggubalan undang-undang yang terbaik
Positive,"Hasil siasatan mereka diterima – dan lembaga pengarah syarikat itu dibubarkan, pasukan pengurusan dirombak dan operasinya dikaji semula"
Neutral,"Di Eropah, Amerika Syarikat, Agensi Anti Dadah Antarabangsa dan farmasi minta untuk ubat penagih dadah menggunakan ketum, nak guna herba  untuk mengubat penagih dadah sebab tak mahu lagi guna opium atau bahan kimia."
Positive,"Malaysia juga sedang memberi fokus terhadap dasar bandar kebangsaan serta perundangan, peraturan dan undang-undang bandar, perancangan dan reka bentuk bandar, ekonomi bandar dan kewangan perbandaran, di samping pelaksanaan tempatan"
Positive,Selain itu mereka juga turut melaksanakan bantuan tunai seperti BR1M (Bantuan Rakyat 1Malaysia) yang dibuat Barisan Nasional (BN)
Positive,Saya akan mengemukakan bukti jika beliau terus memalsukan kebenaran.
Neutral,"Sebaliknya, pengundi Melayu amat terkejut dengan kempen yang begitu agresif"
Positive,"perang poster ini bukan sahaja menambah kemeriahan PRU, malah menjadi sumber utama dalam memperkenalkan calon tersebut"
Positive,Peguam juga yang kaya tetapi apa yang lebih penting kepada saya ialah membuktikan kepada mereka (pembangkang) bahawa kita boleh selesaikan segala isu berkaitan 1MDB ini
Positive,"Pada PRU14 ini juga, SPR akan mengundang pemerhati-pemerhati pilihan raya untuk meninjau ketelusan proses pilihan raya"
Neutral,Pendaftaran tidak dibuat oleh Felda tetapi PTG Kuala Lumpur.
Positive,"Kepada pihak lawan, jangan pandang mudah kemampuan PAS."
Positive,"Jika kerajaan benar-benar mahu membantu kaum India, mereka patut membantu dari segi perumahan"
Positive,Ia juga menjamin sekolah itu kekal relevan
Negative,"cuba mewujudkan persepsi dan mengundang simpati orang ramai untuk memberi sokongan kepadanya, terutama pengundi putih kerana beliau kelihatan tidak menghiraukan sangat pengundi atas pagar."
Positive,"Dalam hal ini juga, peranan keluarga amat penting dalam memastikan kanak-kanak berkenaan tidak terdedah atau terjebak dengan perbuatan atau perilaku negatif"
Negative,Saya fikir tak elok bagi seorang pegawai tinggi dalam Jasa mencadangkan seorang bertaraf menteri supaya letak jawatan.
Negative,Sinaran LED bawa mudarat
Positive,"Secara  keseluruhan, keputusan SPM 2017 menunjukkan peningkatan pencapaian calon"
Positive,Inisiatif yang dibangunkan dengan peruntukan kerajaan sebanyak RM100 juta ini membolehkan penduduk menikmati manfaat 
Positive,bagi jangka masa panjang paras ringgit akan mencerminkan kekuatan ekonomi Malaysia
Neutral,Dan perkara ini masih lagi di dalam siasatan.
Positive,"Sebagai antara negara yang lebih membangun, Malaysia boleh memainkan peranan penting dengan berkongsi pengalaman dan kemahirannya dalam membangunkan kawasan luar bandar."
Negative,Tetapi tiada siapa dengar tentang harga yang dibayar untuk tanah itu
Positive,"Malaysia dan AS telah bekerja keras berhubung langkah-langkah keselamatan perjalanan, dari segi memastikan pengembara adalah sah dan berusaha tentang maklumat pasport yang hilang atau dicuri"
Positive,"Yang jelas, saya tidak sokong YB Gombak (Azmin) kerana dia akan merugikan rakyat Selangor lebih RM2 billion dalam isu penyusunan semula industri air Selangor"
Negative,Ia juga menyebabkan negeri-negeri mula membandingkan sesama mereka negeri mana yang mencapai GPS di sekolah rendah
Positive,"Saya rasa, bukan Datuk Mufti yang ucapkan (kata-kata itu)"
Negative,masuk ke gelanggang bukan untuk membela nasib rakyat atau menyelamatkan negara seperti mana mereka canangkan tetapi sekadar mahu memenuhi nafsu politik merebut kekuasaan yang seolah-olah tidak mampu dibendung lagi.
Positive,Kerajaan Malaysia khususnya Kementerian Pengangkutan akan memastikan impian itu dipenuhi
Neutral,"Laporan The Sun dan juga Utusan Malaysia secara jelas menyebut bahawa Felda telah mendapat kembali hak milik,"
Positive,Kesemua unit ini akan dibina dalam  Kem Perdana Sungai Besi sebagai tanda terima kasih kepada anggota atas khidmat cemerlang selama 60 tahun merdeka
Negative,pembangkang yang semakin bersifat tempatan menonjolkan lagi politik etnik dan kesetiaan tokoh
Negative,"Tidak mustahil dalam lima hingga enam bulan ini, vendor-vendor bumiputera Proton pula yang akan ‘mati’, bisnes tutup tak boleh berniaga"
Positive,"Jika kalah pun, kita kurangkan majoriti,"
Negative,Sebab berita palsu hari ini adalah satu virus yang boleh sebabkan semua orang terpengaruh dan terpesong
Positive,"Kita tidak meminta kerajaan pusat untuk hulur sumbangan RM 700 seperti yang disumbangkan oleh Kerajaan Pulau Pinang, cukup sekadar menyamai jumlah yang diberi kepada maangsa banjir di negeri lain seperti dijanjikan perdana menteri"
Neutral,Saya akan gunakan logo PKR dan akan bertanding di kerusi yang diberikan PKR
Neutral,"Kalau kita menangguhkan (pemilihan parti), kita menangguhkan dengan kebenaran JPPM (Jabatan Pendaftaran Pertubuhan Malaysia)"
Positive,"Jika mood ini dikekalkan, kita berupaya menghadapi lawan dengan penuh tanggungjawab dan beroleh kemenangan cemerlang"
Positive,"Sepatutnya kalau nak larang pekerja pakai tudung, mereka patut halang juga pelanggan pakai tudung makan di hotel itu"
Positive,"Sejak tahun 2000, saya bergelar Pengarah PRU Parlimen Jasin, kekuatan kami adalah rakyat sendiri mahu BN sebagai pemimpin."
