label,text
Positive,Kami menolak sebarang percubaan untuk merosak atau memusnahkan Tanah Suci dan akan menjaga tempat itu sebaik-baiknya serta memberi tumpuan kepada kepentingan Islam
Positive,Namun sebagai kerajaan yang bertanggungjawab dan keterbukaan Perdana Menteri hari ini pandangan semua pihak dianggap bermakna dalam penggubalan sesuatu undang-undang
Positive,Kita sokong sebarang usaha perundangan yang boleh menyekat kumpulan yang suka berbohong dengan menggunakan fakta yang salah
Negative,"Lepas ambil pendirian berhenti jadi ahli Pas saya rasa lapang banyak, rasa terlepas daripada beban untuk dianggap sebagai pengkhianat yang memberi tongkat kepada Umno-BN oleh rakyat."
Positive,pasaran dapat terus bergerak bagi membolehkannya berkembang dengan berkesan serta memenuhi kehendak pertumbuhan ekonomi
Positive,Apabila kami masuk PPBM baru kami tahu betul
Positive,"Jika sebelum ini kita selesa bergerak dalam ‘gear’ satu dan dua, tapi menjelang 60 hari PRU14, saya harap jentera Pas beralih kepada ‘gear’ empat dan ‘lima’."
Negative,"Saya dah penat, saya tak tahu, orang lain habaq pada saya, saya ikut cakap orang saja, orang lain boleh cakap macam tu saya pun ikut saja."
Neutral,Kanvas Belia TN50 serta pelbagai input lain akan menjadi asas kepada pelan dasar TN50 yang bakal dilancarkan pada Hari Malaysia 2018
Positive,"Apa yang diumumkan, mereka (pembangkang) kata semuanya ‘dedak’ tetapi mereka perlu sedar apa yang diumumkan oleh Datuk Seri Najib itu adalah atas kapasiti beliau sebagai Perdana Menteri"
Positive,LHDN dan Jabatan Imigresen perlu memastikan pangkalan data mereka sentiasa dikemas kini supaya tidak berlaku kes pembayar cukai yang telah menjelaskan tunggakan cukai tetapi masih mengalami masalah semasa ingin ke luar negara
Negative,Tindakan OKS ini seolah-olah tidak menghormati 2 pemimpin negara dan boleh memberi imej buruk kepada mereka
Positive,"Jadi apabila kita dapat penjelasan, kita berpuas hati dengan penjelasan, bukan dengan penyelewengan"
Neutral,Pembangunan masyarakat luar bandar ini bila dimohon terus diberi oleh Datuk Seri Najib
Positive,Ia tidak perlu melalui Parlimen kerana mahkamah boleh memasukkan apa juga peruntukan dan memodifikasikan akta itu
Positive,"Jumlah ini mewakili semua penyedia perkhidmatan ‘e-hailing’ bukan sahaja Uber dan Grab tetapi semua syarikat tempatan,"
Positive,Pengiktirafan Amerika Syarikat adalah bukti bahawa kita berada di landasan yang betul
Negative,Ia juga menambah beban pekerja pembersihan untuk membuang sampah yang tersangkut di jaring
Negative,Ibunya sedang sakit dan sudah lama tidak melihatnya
Positive,Sepatutnya kalau hendak bagi kenyataan biarlah senada dan seirama. 
Positive,"Perbuatan seperti itu tidak patut berlaku, setiap pegawai dan anggota JPJ sudah diberikan latihan mengenai integriti serta perlu mempunyai disiplin yang tinggi"
Positive,"Apabila dicampur undi Melayu dan undi bukan Melayu, maka, kelihatannya Harapan mempunyai kelebihan"
Positive,"Jadi waktu berbahas nanti, saya tahu yang berhormat… selama 10 tahun (saya) duduk di sini semua cerdik, benda tak dibaca pun waktu berbahas boleh tahu, boleh sebut apa lagi perkara begitu telah dibincang lama. "
Negative,Ini adalah antara punca data peribadi pengguna disalahgunakan
Neutral,"Dalam pembangunan tanah keadaan normal yang biasa tanah tetap pada tuan milik tanah, pemaju cuma cari kewangan pembiayaan"
Neutral,Haruslah kerana hubungannya dengan Dr Mahathir
Negative,Ketidakseimbangan peranan gender di negara anggota OECD telah menyebabkan ketidakseimbangan dalam membuat dasar
Positive,"Kita bersedia bekerjasama dengan rakan media dalam apa jua tindakan diambil, media adalah pihak yang sentiasa berada di lapangan dan mendengar keluhan rakyat yang boleh dikongsikan dengan SPRM Pahang untuk tindakan lanjut"
Negative,"Lazimnya, mereka (orang tengah) akan menaikkan harga barangan dan salahkan kerajaan kononnya harga naik disebabkan GST."
Positive,"Ubat generik ini memberi makna besar kepada negara dan pesakit kerana ia boleh membunuh virus, pada masa sama menghalang ia daripada menjangkiti orang lain"
Negative,"Bulan ini tidak boleh menang, dia buat kacau sahaja."
Positive,"Calon-calon wanita terdiri daripada pelbagai latar belakang, mempunyai kelayakan akademik yang bukan calang-calang, dengan ada di antara mereka bekerjaya sebagai peguam, doktor, bekas guru dan memegang jawatan utama dalam parti yang diwakili."
Neutral,"Bagaimanapun, pihak pendakwaraya mengarahkan siasatan lanjut ke atas kes ini"
Positive,Pihak universiti digalakkan untuk menggunakan gamifikasi (gamification) dan kecerdasan buatan untuk memastikan kurikulum atau silibus pengajian dibuat lebih fleksibel dan organik.
Neutral,Sepatutnya Pas kekal bersama parti-parti pembangkang menjalinkan hubungan yang semakin erat dan menyelesaikan segala permasalahan yang timbul.
Negative,turut bertindak menanggalkan bendera parti yang dipasang di sekitar kawasan itu selain menutup bilik gerakan.
Positive,Polis Subang Jaya khasnya tidak pernah terbabit secara langsung atau berkrompomi dengan aktiviti penarikan kenderaan dijalankan institusi kewangan.
Positive,"Kini telah banyak manfaat pembangunan yang kita nikmati termasuk pembinaan Lebuhraya Pan Borneo yang sedang rancak dijalankan di samping penubuhan pelbagai institusi pengajian tinggi, pusat kemahiran dan hab pendidikan"
Neutral,"Polis datang ke rumah saya, untuk menyoal berkenaan status di Twitter itu dan siapakah yang saya maksudkan"
Positive,Bukan semua perkara kita perlu lapor kepada polis
Positive,teknologi komunikasi media sosial telah berjaya menyampaikan maklumat serta menarik minat sukarelawan menyertai kempen ini
Positive,Sebelum ini saya selalu berkunjung ke kedai KR1M untuk membeli barangan asas dan keperluan harian kerana ia lebih murah walaupun kadangkala kita dapati ia tidak berjenama
Positive,"Saya sendiri ada membuat kunjungan hormat bertemu Menteri Besar, Datuk Seri Mohamed Azmin Ali bagi membincangkan perkara ini"
Positive,"api alhamdulillah, sekarang semua kejadian itu dah tak berlaku, kita ada kawalan keselamatan daripada Pasukan Gerakan Am (PGA) selama 24 jam"
Positive,"Tambahan dengan jumlah saham terkumpul sebanyak RM13.8 bilion, aset berjumlah RM135.8 bilion serta perolehan RM24.3 bilion, koperasi merupakan aset terbesar kepada pembangunan ekonomi negara,"
Positive,Saya baru bincang dengan Suruhanjaya Sekuriti (SC) dan mereka memaklumkan nilai ringgit kita kukuh disebabkan harga minyak naik dan pengaliran dana serta ekuiti asing ke negara ini.
Positive,Tapi sekurang-kurangnya kita harus diberikan ruang untuk membacanya dan ini (laporan) panjang
Positive,Kita nak buat bantahan atas tawaran (PROTON) ini
Positive,Perdana Menteri Datuk Seri Najib Tun Razak telah menyatakan beliau tidak pernah mempertikaikan sumbangan Robert Kuok kepada ekonomi negara.
Negative,harus bertanggungjawab dengan dakwaannya supaya berita palsu yang beliau cipta itu tidak memudaratkan. 
Negative,Ini pun dah tak demokratik dah
Negative,Kerajaan percaya Melayu akan sokong mereka kerana mereka kata Melayu ini mudah dibeli
Positive,meriah dan sengit
Positive,Mana mungkin saya berdiri di hadapan tuan-tuan hari ini jika tanpa sistem pendidikan
Positive,pilihan raya hendaklah menjadi pilihan raya bebas dan telus
Negative,Tindak tanduk plaintif sendiri yang mencetuskan notis usul itu dibuat kerana beliau telah mencemarkan profesion undang-undang.
Positive,Mereka tidak menggunakan sebarang logo parti ataupun tidak berbicara sebarang topik politik. Mereka hanya hadir untuk sampaikan bantuan.
Positive,"Selain dari bangunan tertentu yang menjadi mercu tanda, pasar tani juga boleh dijadikan mercu tanda sesuatu lokasi,"
Neutral,Kenapa dengan parti-parti seperti MCA dan Gerakan yang tolak hudud tak mahu disentuh atau dijatuhkan hukum pula oleh Zamihan Mat Zin ini
Positive,"Saya lihat sekarang cara DAP urus Pulau Pinang banyak kebaikan, orang Melayu sendiri iktiraf, jadi perkara itu tak timbul dah"
Positive,"Lama-kelamaan bila kita berikan masa sedikit, mereka akan compete sesama mereka. "
Neutral,Siapa kata?
Negative,Ini bukan bermakna asas GPS tidak bagus untuk menentukan kualiti tetapi ia tidak membawa impak positif yang dikehendaki
Positive,"Jadi saya yakin masyarakat Cina akan terus memberi sokongan kepada kerajaan sedia ada kerana mereka sedar mengenai kepentingan mempunyai sebuah kerajaan yang kuat dan stabil untuk melaksanakan pelbagai pembangunan lagi,"
Neutral,Saya tidak mahu anggota yang dijemput ke jawatankuasa ini dalam cakap lain luar cakap lain
Positive,"Dalam mesyuarat kerajaan negeri baru-baru ini, kita telah membincangkan tentang peluang dan bagaimana pendekatan untuk memudahkan golongan ini memiliki rumah."
Positive,"Dua tahun lepas ia dikatakan sebuah agenda Yahudi, tapi ada baiknya apabila tular menyebabkan orang nak tahu"
Negative,Meminta bantuan Polis Diraja Malaysia (PDRM) untuk memberhentikan ucapan/ ceramah/ syarahan oleh calon/ejen pilihan raya atau parti politik yang tidak mendapat permit daripada pihak Ketua Polis Daerah
Neutral,"Sudah tentu, akan ada sebuah di peringkat nasional dan satu lagi di peringkat negeri."
Positive,Bukankah ini memberikan kesan lebih positif dalam membina masa depan kita?”
Neutral,"Mereka hanya diberikan uniform setiap seorang, dan diberikan baton kayu sebagai senjata"
Positive,"Seperti kebanyakan negara lain, kami menghadapi pelbagai cabaran dan berjaya menguruskan transformasi bandar yang berkembang dengan rancak"
Neutral,"Sekarang, saya tidak akan menafikan isu ini"
Neutral,"Jika terdapat takungan air yang besar dan kekal seperti tangki air atau kolah mandi, sila masukkan ubat pembunuh jentik-jentik"
Positive,Peraturan-peraturan yang ada pada 25 tahun dahulu mungkin tidak lagi sesuai untuk dipakai pada zaman ini dan sudah sampai masanya untuk menubuhkan satu perbadanan dan undang-undang bagi membuat 'redevelopment' ke atas perumahan kos rendah dan PPR
Positive,"Australia mempunyai kepakaran bertaraf dunia untuk dikongsi  dalam bidang seperti infrastruktur hijau, tenaga boleh diperbaharui dan analisis data."
Positive,diingatkan supaya mematuhi peraturan khusus berkaitan salah laku dan aktiviti rasuah seperti tertakluk 
Neutral,Isu calon bukan perkara pertama
Positive,"Kita berharap segala persediaan dan program kemasyarakatan yang dilakukan selama ini dapat memberi kepuasan kepada semua pihak, sekali gus memilih calon MCA pada PRU14 nanti"
Positive,"AirAsia adalah sebuah syarikat penerbangan dan kami menjual tiket dan kami akan terus membeli pesawat pada masa depan dan kami akan memiliki lebih banyak pesawat dan kemudiannya memajakkannya,"
Negative,Saya juga kesal apabila perkataan ‘haram jadah’ disebut oleh beliau kerana tidak sesuai diucapkan selaku orang ilmuwan agama
Positive,"Tak kira siapa pun yang sertai Pas, golongan profesional atau tidak mesti akur kepada pimpinan, yang sertai Pas mesti yang betul-betul istiqamah dan akur kepada pimpinan ulama."
Neutral,"Oleh itu, jika mahu menambahkan sokongan Melayu, Tun Mahathir adalah calon yang paling layak"
Neutral,"Walhal pengadu itu telah membuat pembayaran berjumlah RM260,000 melibatkan seramai 64 ah long."
Positive,Semua rakyat Malaysia mempunyai kepentingan langsung di negara.
Negative,Saya benci dia ketika itu
Positive,"Kalau ahli berhormat baca untuk makluman sendiri dan beri jaminan kepada saya ianya tak terkeluar, sudah di depan di meja sana."
Negative,"Maklumat ini yang sebenarnya bersifat serba tidak pasti terutama di media sosial yang tertutup seperti WhatsApp dan juga di media sosial terbuka seperti Facebook, Twitter dan Instagram."
Positive,Saya juga mengharapkan semua berita yang dihasilkan oleh pihak media adalah berfakta dengan mesej yang positif agar rakyat dapat faham dengan lebih jelas mengenai semua usaha yang dilakukan kementerian
Positive,JBPM amat menekankan kekuatan fizikal dan mental kerana sebagai anggota bomba memerlukan banyak pergerakan.
Negative,"Ahli Parlimen selalu turun padang, tapi bantuan tak pernah sampai pada masyarakat Siam."
Positive,Kami tak akan rela orang kata jadi MP pasu bunga saja di sana
Neutral,Perbelanjaan parti politik juga dikawal ketat oleh badan pengendali pilihan raya
Neutral,Saya mahu tahu mengapa
Negative,"Jika gagal berbuat demikian, Kastam akan ketinggalan dan berada jauh di belakang golongan peniaga yang rakus mengaut keuntungan dan mengelak cukai"
Positive,Malaysia dengan tegas percaya bahawa Pertubuhan Bangsa Bersatu (PBB) memainkan penting sebagai platform bagi kerjasama antarabangsa berdasarkan prinsip saling menghormati dan undang-undang antarabangsa
Positive,"Kita dukacita dengan apa yang berlaku, namun oleh kerana kes dalam siasatan polis, NUTP berharap keadilan dapat diberikan kepada semua pihak"
Positive,"Bagi MNC, apabila mereka datang sini, mereka masih menganggap Malaysia sebagai kondusif untuk perniagaan"
Positive,"Kali ini kajian ini sama ada menyebelahi BN atau pembangkang, peratusannya tidak jauh, tidak macam dulu"
Positive,Tahun lepas kementerian menerima sebanyak RM3.87 bilion merupakan kedua terbesar
Negative,"Sekolah di Bahagian Sibu paling banyak terjejas iaitu sebanyak 40 sekolah, kebanyakannya dalam daerah Selangau"
Positive,"Kalau kita tipu takkan BN kalah di Selangor, Pulau Pinang dan Kelantan"
Neutral,"Apa yang jelas, faktor keperibadian seseorang pemimpin itu bukanlah satu-satunya faktor penyebab yang boleh mempengaruhi pilihan pengundi"
Negative,"Belum kira ahli Pas keluar, ada juga ambil pendirian bertawakuf iaitu tak setuju tapi diam dan tidak pedulikan program, kategori ni ramai dalam Pas "
Positive,Jangan biarkan sebarang percikan kecil memusnahkan negara ini
Neutral,Penarafan ini membuat penilaian tentang kualiti perkhidmatan bandar yang disampaikan pihak berkuasa tempatan setiap dua tahun dan mereka perlu mencapai sekurang-kurangnya penarafan  empat bintang
Negative,"Hari itu saya nyanyi lagu lawan GST pun tak boleh, dia (polis) nak siasat saya, ingat saya melakukan jenayah ‘besar-besar’."
Positive,Jangan diskriminasikan hak rakyat Pulau Pinang untuk mendapat bantuan tersebut
Positive,"Bagaimana pun kenyataan saya sebelum ini diutarakan menggunakan kapasiti sebagai Pengerusi BN Selangor di mana jika BN menang di negeri itu, kita akan teruskan kaedah untuk mengurangkan plastik tapi dengan cara berbeza."
Positive,"Jika mahu dilihat jujur, kita wajib berlaku jujur"
Negative,Usahawan kecil juga menghadapi kesukaran memohon kerana perlu mempunyai kilang sebagai syarat
Positive,"Bukan mahu menidakkan kemampuan lawan, tetapi inilah perjuangan kita dalam menentukan kesejahteraan rakyat dan mempertahankannya sehingga generasi akan datang."
Negative,makin terdesak untuk mencetuskan tsunami Melayu yang parti itu gagal lakukan sejak tiga PRU lepas
Neutral,"Kami akan meminta tarikh pendengaran lebih awal memandangkan pilihan raya semakin hampir,"
Positive,Pusat Penetasan Penyu yang ditubuhkan di pantai tersebut menunjukkan kesungguhan kerajaan dalam usaha pemuliharaan spesies terancam ini
Neutral,"Wakil PBM mana yang akan menyertai sidang setiap tahun tidak ditentukan kementerian saya atau dipengaruhi sesiapa, sebaliknya saringan dilaksana secara undian"
Neutral,"Apabila saya merujuk Peraturan Mesyuarat 95A, ia tidak menyebutkan bahawa ia tidak boleh dibawa keluar."
Negative,ROS tidak bertindak balas apabila kami meminta nasihat
Positive,Satu daripadanya ialah projek Lebuhraya Pan Borneo di Sarawak (dan Sabah)... ekonomi  negara juga semakin baik apabila berkembang sehingga 5.9 peratus seperti diumumkan  oleh Bank Negara Malaysia dan kalau ikut penarafan dari segi ekonomi ia semakin bertambah baik berbanding dahulu
Positive,Ini menyebabkan kempen menentang minyak sawit memenangi hati pengguna di EU
Neutral,Saya bekerja sama seperti orang lain dan perkara ini sudah lama berlarutan
Positive,Perjumpaan malam ini (semalam) bukan arahan dari kepimpinan bahagian sebaliknya kami ambil inisiatif sendiri untuk berkumpul dan menyatakan dan hasrat  supaya Umno kekal di Kuantan.
Positive,Kami sasarkan untuk bertanding 21 kerusi dengan jangkaan akan menang 19 kerusi negeri
Positive,"Walaupun tidak ada kerusi, hubungan kami dengan PAS baik sepanjang masa dan sangat rapat"
Positive,tetapi kini kadar penembusan jalur lebar isi rumah telah menjangkau 84.5 peratus di seluruh negara
Neutral,"Bagaimana kerajaan akan atasi masalah tambang yang terlalu mahal ini supaya pengundi di Sabah dan Sarawak ini dapat balik untuk mengundi,"
Negative,kedudukan mereka sebagai pihak yang mengkritik pastinya sangat popular dan mudah kerana secara lumrahnya manusia dengan mudah dapat melihat kelemahan dan kekurangan orang lain berbanding segala kebaikan dan manfaat yang telah dicurahkan kepada rakyat.
Negative,Kita pulangkan paku buah keras kenapa wujud layanan berbeza dalam isu pertubuhan politik antara Umno dan Bersatu
Positive,"Kita mengambil pengajaran daripada kejadian di Wang Kelian, Perlis pada 2015."
Neutral,Kita ambil kira semua sebelum kita ambil keputusan.
Positive,paip ini tahan lebih lama dan tidak mudah rosak jika dijaga dengan elok
Positive,Jadi saya ingat perkara berkaitan dengan 1MDB ini kita tak perlu perhalusi kerana sudah jelas seperti yang saya umumkan tadi.
Positive,"Kalau dapat (beli) harga yang murah, rakyat terutamanya di kawasan luar bandar tidak akan terbeban dengan kenaikan harga barangan pada masa kini"
Positive,visi dan misi yang jelas bagi membangunkan pulau peranginan terkemuka dunia itu
Positive,"Ini hanya baru permulaan bagi lebih banyak potensi kerjasama, ketika e-dagang sedang pesat membangun"
Negative,Saya sangat hairan kenapa wang RM8 bilion yang disalahgunakan oleh ahli dari Semporna sewaktu menjadi KKLW
Negative,"Ini bermakna harga makanan RM100 pada 2010, meningkat kepada RM130 tahun lalu."
Positive,Maka oleh sebab itu Mapim melihat perlunya satu gerakan bersepadu melibatkan NGO di seluruh peringkat rantau Asean digembleng dalam mencari penyelesaian terhadap perkara ini
Positive,Kami menjadi orang yang amat mempercayai dasar anda
Neutral,Bila dah tetapkan di situlah kita letakkan calon untuk wakili Gagasan Sejahtera.
Neutral,"Portal ini penulis upahan, bila dibayar, mereka menulis"
Negative,perbuatan itu sentiasa menjadi isu besar dalam mana-mana parti politik dan terserahlah kepada kepimpinan tertinggi parti untuk memahami emosi dan kemahuan pengundi sebelum  membuat keputusan tentang pemilihan calon.
Positive,"Kita tetap negara demokrasi, malah lebih tinggi berbanding negara berdekatan dengan Amerika Syarikat"
Negative,Bila umum bubar (Parlimen dibubar) maka masa itu mereka akan keluarkan semua peruntukan itu dan akan berlakulah hiruk-pikuk jentolak tolak batu-bata untuk baiki jalan berlubang. 
Positive,"Pekedai buku, penjual, pencetak buku dan akhirnya kepada ekosistem yang melibatkan banyak isi rumah"
Positive,"Kerajaan dan rakan sekerja saya, Menteri Pengangkutan (Datuk Seri Liow Tiong Lai) akan memastikan anda berkembang dan berjaya melampaui imaginasi kami,"
Negative,Kemerosotan yang paling ketara dapat dilihat dalam kalangan pengundi Melayu
Positive,"Jadi jika mahu bermacam-macam bantuan, kenalah kekalkan sokongan kepada kerajaan hari ini"
Neutral,"Seperti yang kita tahu, ramai yang bertanding di bawah logo PKR, seperti dia katakan dia tidak sertai parti, tetapi sudah tentu kita akan berikan kerusi kepadanya."
Negative, Mereka nak sijil halal tapi menekan hak asasi pekerja
Negative,"Aset bukan barangan, barangan milik kami, kos operasi juga milik kami, harga kami, kerugian kami, kos logistik tidak ada, saya kerugian sebanyak RM100 juta"
Positive,Manakala bagi pegawai bantuan pula elaun RM7.80 dinaikkan kepada RM9.80 sejam.
Negative,"Apabila diteliti, kita dapati, hutang rumah ini sebenarnya lebih banyak melibatkan golongan yang dikenali sebagai pelabur hartanah yang mana membeli rumah dengan jumlah yang banyak"
Positive,kerana keadilan dan perlunya kita beri suara kepada mereka yang tidak berdaya
Negative,Jadi ia tidak seragam
Neutral,"Namun, perlu diingat, mereka nampak lembut di luar namun keras di dalam"
Positive,Ia sudah selesai dan kita pastikan tugas dan tanggungjawab SPRM dijalankan dengan baik dan tidak terjejas
Negative," Selain tanaman padi musnah, ada juga yang berdepan dengan keadaan rumah yang rosak atau kehilangan tempat tinggal."
Positive,"Walaupun jumlah warga asing melakukan kesalahan ini rendah, tetapi kita tidak berkompromi dengan kes seperti ini"
Positive,"Kita dalam BN juga yang turun padang sampaikan bantuan, kemudian barulah mereka turun"
Negative,"Beliau seorang pemimpin masyarakat, tetapi kenapa ditangkap sedemikian?"
Negative,"Kita boleh berbeza dalam politik, tetapi jangan halang pemimpin masyarakat (untuk menganjurkan majlis seumpama itu)"
Positive,"Bagi penduduk di sini, mereka tahu siapa wakil rakyat yang beri perkhidmatan dan kerja keras untuk mereka"
Negative,Ada yang putus sahabat dan lebih malang lagi ada yang putus hubungan keluarga
Negative,wujud pelbagai tohmahan yang mengatakan kerajaan pada hari ini adalah zalim maka itu adalah suatu proses normal dalam politik pilihan raya.
Neutral,Namun kes ini tiada kaitan dengan Datuk Nadzim Johan (Ketua Aktivis) dan PPIM Keramat
Positive,"Meskipun tidak dicalonkan semula untuk mempertahankan kerusi, dia akan tetap membantu sesiapa sahaja yang mengantikan tempatnya."
Positive,Apatah lagi penduduk negara ini terdiri daripada pelbagai kaum yang perlu dijaga keharmonian agama serta hubungan di antara kaum
Negative,Manifesto PAS saya baca sekali sahaja saya tahu dah retorik sahaja. 
Positive,Rakyat Selangor perlu buka mata dan menilai sebaiknya kerana banyak lagi isu termasuk ketidakcekapan pentadbiran Kerajaan Selangor
Positive,Saya yakin saya akan berjaya pada pilihan raya nanti
Positive,"Kita tak mahu ada yang salah guna bantuan diberi, kerana peruntukan untuk jayakan program- program ini merupakan satu amanah bagi Yayasan Sejahtera yang diberi kepercayaan dan dana oleh Yayasan Hasanah untuk menggerakkan aktiviti- aktiviti ini"
Positive,"Sebagai tuan rumah, Malaysia harus mematuhi syarat-syarat yang ditetapkan termasuk membenarkan kemasukan diplomat Israel"
Positive,"Sudah, cukuplah... jangan pandai-pandai membuat komen mengenai Taman Ilmu yang dibangunkan untuk pendidikan masa depan rakyat Terengganu."
Positive,"Kita hendak mendekati masyarakat dengan cara sebegini sesuai dengan cogan kata Polis Diraja Malaysia (PDRM), iaitu ‘Polis dan Masyarakat Berpisah Tiada’,"
Negative,"Saya juga sangat tahu bahawa moderator, Nazri Kahar, adalah seorang penyanjung Tun Dr Mahathir dan pengkritik Datuk Seri Najib, dan ini terbukti dari soalan yang diberikan sejam sebelum wacana bermula yang meminta dibandingkan tokoh muda yang penuh korupsi dengan tokoh tua yang penuh inovasi"
Positive,Inflasi dan pengangguran pada paras rendah
Negative,Saya bimbang lihat pengguna jalan raya yang menggunakan telefon bimbit terutamanya penunggang motosikal. Ini adalah satu tindakan yang tidak wajar kerana ia boleh mengganggu dan membahayakan nyawa pengguna jalan raya lain
Positive,"Oleh itu, slogan 'Ini Kalilah' pada PRU lalu tidak membawa banyak kesan dan perubahan kepada pengundi Melayu,"
Positive,Ini adalah pendekatan yang sebaik-baiknya
Positive," Surat untuk tukar hak milik bersama Felda, tinggal nak daftar."
Positive,Saya harap jentera tahu tanggungjawab masing-masing
Positive,"Mazlan adalah individu yang dikenali ramai dan dari rekod lalu, beliau telah memberikan kerjasama yang sangat baik terhadap pihak berkuasa serta tidak pernah melarikan diri."
Positive,"Oleh itu, kita boleh menjangkakan aktiviti mencari kerja dan pengambilan pekerja akan meningkat tahun ini"
Positive,Jadi kali ini kita harap kaum India di situ memberi peluang kepada BN untuk memenangi dua kawasan itu supaya kebajikan mereka terjaga
Negative,"Apa kena mengena, patutnya duit ini buat aktiviti kempen supaya kurangkan plastik."
Neutral,"Bagaimanapun, cawangan KWSP Petaling Jaya ditutup buat sementara waktu dan ahli boleh melakukan transaksi di mana-mana cawangan lain atau menerusi I-Akaun"
Positive,"kita tidak boleh ‘pakai’ pembangkang sebab kalau kita nak majukan sesebuah wilayah atau negeri, mahupun sebuah negara, kita mesti meletakkan kepercayaan kita kepada sebuah kerajaan yang ada rekod kejayaan dan ada kekuatan serta kemampuan bawa perubahan kepada negara kita"
Positive,"Saya tak marah mereka, cuma buat kenyataan sebagai sebahagian daripada parti komponen BN. "
Negative,"Bagaimanapun, ada kes di mana buli siber boleh memberi kesan pada mangsa seburuk atau lebih buruk daripada buli berdepan"
Positive,"Kita perlu memastikan persekitaran kawasan tersebut bebas daripada sebarang bahaya, selain mempunyai laluan kecemasan secukupnya"
Positive,Masyarakat telah melihat semua itu dan kita juga melihat generasi kedua masih terbiar
Positive,Tetapi saya berpendapat lebih baik jika perdana menteri tidak pegang jawatan menteri kewangan
Negative,semuanya tidak bertahan lama sebab dia tidak memberikan perkhidmatan dengan baik.
Positive,Latihan dan pembangunan usahawan masa depan ini kami mulakan daripada usia muda
Positive,"Saya terbuka, malah sering meminta tunjuk ajar pemimpin tempatan dan menerima komen atau teguran mereka tanpa mengira status sebagai wakil rakyat"
Neutral,Anda kena tanya China Press lah sebab saya tak boleh cakap apa yang berlaku dalam mesyuarat jemaah menteri.
Positive,Terima kasih PKR kerana alu-alukan. 
Negative,"Tuduhan sebegini menyebabkan terjadinya buruk sangka dalam kalangan netizen, lantas menjejaskan reputasi dan integriti anak guam saya"
Positive,"Kementerian saya berusaha untuk menubuhkan Perbadanan Pengurusan Awam Kebangsaan bagi tujuan mengurus dan memelihara kualiti perumahan rakyat, di samping meningkatkan kualiti kehidupan penduduk B40"
Negative,Apa yang boleh disimpulkan sekarang adalah ia telah memalukan Malaysia di persada antarabangsa.
Positive,Hutang negara juga tidak begitu tinggi.
Positive,"Sehingga kini kita telah berjaya menarik pelabur ke TRX seperti HSBC Bank Malaysia Bhd yang bakal membina ibu pejabat terbesar di Asia Tenggara selain Prudential, Affin Bank Berhad, Lembaga Tabung Haji dan banyak lagi"
Negative,"Kalau kita perhatikan juga, sebelum ini mereka gunakan skrip yang sama untuk hentam Bersatu bila mereka keluar dari parti. "
Neutral,"Ini adalah satu keputusan dasar jadi kalau nak dilaksanakan kena ambil kira lah Sabah, Sarawak dan Semenanjung sekali."
Negative,"Ramai orang kita, walaupun dalam perkhidmatan awam, tidak boleh menulis surat ringkas"
Positive,"Jadi, dengan adanya buku ini akan menambah baik prosedur siasatan sekarang"
Negative,Pada ketika ini kami tidak jelas di mana dia ditahan
Negative,Ini benar-benar menjadi salah satu krisis kemanusiaan paling hebat pada zaman ini
Positive,Perpindahan pejabat PBB Malaysia dari Damansara ke sini akan meningkatkan rangkaian dan memperkukuhkan kerjasama antara petugas PBB serta kementerian dan agensi di Malaysia
Neutral,"Dulu PAS pernah menang sekali saja, selepas itu Umno dan kemudian PKR"
Negative,sanggup berbohong bagi menjayakan muslihat politik.
Negative,Tapi mereka melampaui batas (dengan) melindungi penjenayah.
Positive,Dong Zong sentiasa mengharapkan kerajaan agar dapat membina sekolah rendah Cina dengan lebih bersistematik
Positive,"Saya berharap, pihak MAB  dapat memberi pertimbangan segera berhubung perkara ini dan mencari penyelesaian terbaik membantu komuniti nelayan tempatan untuk memasarkan hasil tangkapan mereka sebagai produk untuk dibawa pulang oleh pelancong di Labuan"
Negative,"Malangnya peluang untuk penonton berbicara juga ditutup secara yang, saya dimaklumkan, tidak adil"
Positive,Keputusan mengejutkan Mahkamah Persekutuan ini sepatutnya menjadi 'wake-up call' kepada pihak kerajaan negeri dan pihak berkuasa agama negeri untuk segera memperkemaskan undang-undang syariah masing-masing
Negative,Salahguna ini menjadi begitu besar menjelang PRU14
Neutral,Ia turut sama memberi kesan kepada rakyat di Negeri Sembilan
Positive,Wakil-wakil rakyat Pakatan Harapan telah pun bertemu dengan kempen SKL untuk menyatakan sokongan mereka.
Neutral,Jangan sembang pasal calon MB jika belum menang
Positive,"Lebih-lebih lagi tidak lama lagi sambutan Tahun Baharu Cina, bolehlah kami dapat barang murah sebagai persiapan meraikannya"
Positive,"Yang penting ialah pentadbiran dan pembangunan negara dibuat secara berhemah, tanpa pembaziran, tanpa rasuah"
Positive,"Pada masa sama, ada cadangan dari peringkat pimpinan pertengahan supaya diwujudkan kembali dua jawatan Timbalan Menteri Besar."
Negative,"Sekarang ini harga getah jatuh, barang pun mahal, bila tanya kenapa naik harga, pekedai kata sebab minyak, sebab GST"
Positive,kita tidak ambil hak milik strata
Positive,Saya amat bersimpati dengan nasib para petani yang terpaksa melalui keadaan sukar untuk memulakan kehidupan baharu selepas bencana banjir.
Neutral,Keputusan parlimen EU hanya mencerminkan sentimen pengguna Eropah
